,ZCTA,percent_pos,median_inc,perc_minority,perc_majority,majority,perc_blue,perc_white,white_collar,log_percent_pos,best_fit_lin,best_fit_log,perc_wfh,perc_non_ess,perc_ess
136,11365,0.016094969,61097.32,0.5926110020000002,0.40738899799999984,0,0.5449999999999999,0.45500000000000007,0,-4.129248540297215,0.018965510521149136,-4.061991376350181,0.305,0.201,0.49100000000000005
137,11366,0.024027304,76377.4039,0.53983151,0.46016849000000004,0,0.722,0.278,0,-3.7285644286198436,0.01699715034950125,-4.202420113971808,0.204,0.17900000000000002,0.617
138,11367,0.021207919,53564.6755,0.40563256700000005,0.594367433,1,0.533,0.46699999999999997,0,-3.853380629316173,0.019935855809697096,-3.9927640236072097,0.43000000000000005,0.21300000000000002,0.35800000000000004
139,11368,0.032928619,43962.6552,0.679971981,0.320028019,0,0.647,0.353,0,-3.4134131209163243,0.021172775348200053,-3.9045184617260844,0.189,0.348,0.4620000000000001
140,11369,0.039304766,54732.4966,0.656169882,0.34383011799999996,0,0.636,0.364,0,-3.236409495195177,0.01978541864221204,-4.003496663814826,0.18,0.179,0.641
141,11370,0.037214738,37573.9334,0.5829973800000001,0.4170026199999999,0,0.29900000000000004,0.701,1,-3.291050413367019,0.02199576202950084,-3.845804115439689,0.069,0.096,0.833
142,11372,0.03432831,48149.0729,0.541599135,0.458400865,0,0.647,0.353,0,-3.3717849008046743,0.020633486564415184,-3.9429929463307034,0.317,0.31800000000000006,0.366
143,11373,0.029478433999999998,44301.174000000006,0.732820869,0.267179131,0,0.7390000000000001,0.2609999999999999,0,-3.524096333831796,0.021129167804705213,-3.9076295550981035,0.16999999999999998,0.3350000000000001,0.49600000000000005
144,11374,0.021827304,49707.9331,0.38444954100000006,0.6155504589999999,1,0.647,0.353,0,-3.8245936158179665,0.020432676257945134,-3.9573193578509045,0.29100000000000004,0.226,0.48100000000000004
145,11375,0.018533638,69446.0737,0.346383833,0.653616167,1,0.7410000000000001,0.2589999999999999,0,-3.9881679276799056,0.017890035126280533,-4.138719027224198,0.183,0.135,0.683
