,ZCTA,percent_pos,median_inc,perc_minority,perc_majority,majority,perc_blue,perc_white,white_collar,log_percent_pos,best_fit_lin,best_fit_log,perc_wfh,perc_non_ess,perc_ess
146,11377,0.021105981,49978.8076,0.621106535,0.378893465,0,0.651,0.349,0,-3.8581988189515912,0.02039778256359081,-3.9598087790044683,0.28600000000000003,0.21400000000000002,0.5
147,11378,0.017275142,59362.7033,0.264972414,0.735027586,1,0.867,0.133,0,-4.058486689391131,0.019188961547184098,-4.046049707768217,0.105,0.167,0.73
148,11379,0.018414309,61824.3232,0.16920823699999998,0.830791763,1,0.639,0.361,0,-3.9946272535469483,0.01887185893173996,-4.068672762544852,0.182,0.253,0.5640000000000001
149,11385,0.016970117,47469.8714,0.344926567,0.655073433,1,0.675,0.32499999999999996,0,-4.076301305240029,0.020720980402137077,-3.9367508726706424,0.212,0.28200000000000003,0.507
150,11411,0.02899947,69131.5808,0.9790903230000001,0.020909676999999904,0,0.6140000000000001,0.3859999999999999,0,-3.5404777250247377,0.01793054768515634,-4.135828739367993,0.33399999999999996,0.22799999999999998,0.437
151,11412,0.029873458,67395.5987,0.986038645,0.013961354999999953,0,0.49100000000000005,0.5089999999999999,1,-3.510784885125327,0.01815417460021102,-4.119874522334097,0.415,0.17600000000000002,0.41000000000000003
152,11413,0.027118724,77058.1467,0.9774105679999999,0.022589432000000076,0,0.8180000000000001,0.18199999999999994,0,-3.6075308671643276,0.016909457963554596,-4.2086763526596735,0.14100000000000001,0.127,0.7310000000000001
153,11414,0.024709949,70964.8067,0.12979960299999999,0.8702003970000001,1,0.683,0.31699999999999995,0,-3.7005493229254722,0.017694393952571576,-4.152676657258828,0.228,0.257,0.516
154,11415,0.023177782,55983.3512,0.377436533,0.622563467,1,0.646,0.354,0,-3.7645611315848746,0.019624285209223324,-4.014992407789518,0.201,0.30200000000000005,0.497
155,11416,0.021935483999999998,46712.5556,0.68227344,0.31772656,0,0.6960000000000001,0.30399999999999994,0,-3.8196496794147783,0.02081853682053342,-3.9297909042260373,0.247,0.126,0.628
156,11417,0.023992232000000002,56102.9338,0.589601962,0.41039803799999997,0,0.5090000000000001,0.4909999999999999,0,-3.7300251676922187,0.01960888073706188,-4.016091409186985,0.218,0.279,0.502
157,11418,0.023599969,57063.3834,0.6304611659999999,0.3695388340000001,0,0.748,0.252,0,-3.7465098805107573,0.019485156891572056,-4.024918240620627,0.14200000000000002,0.10500000000000001,0.754
158,11419,0.020053206,49705.3095,0.876617737,0.12338226299999999,0,0.768,0.23199999999999998,0,-3.9093662377628644,0.02043301422662254,-3.9572952461484796,0.15000000000000002,0.267,0.5830000000000001
159,11420,0.024314792999999998,55055.5659,0.8443883299999999,0.1556116700000001,0,0.397,0.603,1,-3.7166703484260437,0.01974380128284648,-4.006465771462416,0.266,0.52,0.21600000000000003
160,11421,0.024706112000000002,55093.7928,0.567894294,0.432105706,0,0.679,0.32099999999999995,0,-3.7007046165660444,0.019738876944214702,-4.006817088598194,0.229,0.278,0.495
161,11422,0.026494608,68822.9027,0.927428102,0.07257189799999997,0,0.727,0.273,0,-3.630814038391248,0.017970311189197043,-4.132991891337699,0.219,0.38699999999999996,0.393
162,11423,0.027993631,64756.1233,0.847033713,0.15296628700000003,0,0.6980000000000001,0.30199999999999994,0,-3.575778258966572,0.018494188325620234,-4.095616920030922,0.22,0.269,0.51
163,11426,0.021777799,74452.1944,0.537180215,0.462819785,0,0.6559999999999999,0.3440000000000001,0,-3.826864222598518,0.017245153287618505,-4.184726838102939,0.288,0.154,0.5589999999999999
164,11427,0.028580937999999997,57224.3848,0.718984444,0.28101555600000006,0,0.7890000000000001,0.21099999999999985,0,-3.5550152868650313,0.019464416904448063,-4.026397893710575,0.157,0.119,0.7250000000000001
165,11428,0.031433251,71126.5564,0.771859349,0.22814065100000003,0,0.47600000000000003,0.524,1,-3.4598889973143714,0.017673557570432603,-4.154163187459208,0.217,0.30700000000000005,0.476
166,11429,0.030325147,72714.1372,0.9390957980000001,0.06090420199999991,0,0.739,0.261,0,-3.495777976678199,0.017469047514307,-4.168753550252721,0.18200000000000002,0.159,0.661
167,11432,0.024108422999999997,50291.2065,0.761614235,0.23838576499999997,0,0.6010000000000001,0.3989999999999999,0,-3.725193997472462,0.02035753975102179,-3.9626798223474555,0.318,0.196,0.487
168,11433,0.022253282000000003,41780.0631,0.9474102849999999,0.05258971500000009,0,0.71,0.29000000000000004,0,-3.805265775629794,0.02145393397198178,-3.884459759473413,0.19299999999999998,0.274,0.534
169,11434,0.026067395,51640.5104,0.9710970939999999,0.028902906000000117,0,0.7690000000000001,0.23099999999999987,0,-3.647069979312858,0.020183724209589513,-3.9750803461001385,0.11699999999999999,0.137,0.7480000000000001
170,11435,0.023289935,44721.7965,0.736044107,0.263955893,0,0.687,0.31299999999999994,0,-3.759733985987163,0.02107498377131133,-3.911495207085149,0.22999999999999998,0.227,0.542
171,11436,0.022662747999999996,62297.1561,0.961390606,0.038609393999999964,0,0.784,0.21599999999999997,0,-3.787032759772958,0.0188109492237635,-4.07301824439479,0.109,0.171,0.72
172,11691,0.028661281,35645.3949,0.6900974430000001,0.3099025569999999,0,0.617,0.383,0,-3.5522081611399345,0.022244193804989293,-3.8280802450223477,0.203,0.245,0.5529999999999999
173,11692,0.023629174,42385.4913,0.835544768,0.164455232,0,0.733,0.267,0,-3.7452731439592406,0.021375943513063392,-3.890023833493094,0.20600000000000002,0.101,0.6940000000000001
174,11693,0.022679774,54873.712999999996,0.44603893880000006,0.5539610611999999,1,0.55,0.44999999999999996,0,-3.7862817648988654,0.019767227332585558,-4.004794486582899,0.11800000000000001,0.172,0.71
175,11694,0.028753395,75157.2154,0.175372403,0.824627597,1,0.587,0.41300000000000003,0,-3.5489994317539715,0.017154333416100957,-4.191206201022323,0.323,0.18100000000000002,0.496
176,11697,0.024011299,82290.534,0.01838686,0.98161314,1,0.454,0.546,1,-3.729230767755151,0.016235428761139273,-4.256763624175665,0.274,0.189,0.5369999999999999
